"","ba�os","m2","jardin","ascensor","parking","piscina","terraza","habitaciones","a_reformar","tipo_vendedor","tipo_inmueble","latitude","longitude","precio","precio_final","distrito","planta","vistas","variacion_precio","dias_venta"
"33161",2,98,0,1,1,0,1,2,0,2,1,39.4948599,-0.401662,210000,210000,"benicalap",3,"exterior",0,8
"33170",1,69,NA,1,NA,NA,NA,3,0,2,1,39.4633378,-0.3517733,145000,145000,"camins al grau",1,"exterior",0,4
"33187",1,74,NA,0,NA,NA,1,3,0,2,1,39.4915574,-0.3683616,71000,71000,"rascanya",NA,"",0,15
"33189",2,132,0,1,0,0,0,3,0,2,1,39.4607815,-0.3834253,195000,195000,"jesús",2,"interior",0,8
"33203",1,53,NA,1,NA,NA,NA,1,0,2,1,39.4610877,-0.3332945,138000,130000,"poblats marítims",1,"exterior",-8000,40
"33230",2,157,NA,1,1,NA,NA,4,0,2,1,39.4634265,-0.3934409,225000,225000,"patraix",4,"exterior",0,12
"33234",2,177,1,1,1,1,1,3,0,2,1,39.4869174,-0.4019198,430000,430000,"campanar",1,"exterior",0,8
"33263",2,100,NA,1,NA,NA,NA,4,0,2,1,39.4678068,-0.3920493,250000,250000,"extramurs",2,"exterior",0,25
"33307",1,96,NA,1,NA,NA,NA,1,0,2,1,39.4594568,-0.3761389,230000,225000,"l'eixample",7,"exterior",-5000,25
"33315",2,157,NA,1,1,NA,NA,4,0,2,1,39.4655265,-0.3917409,225000,225000,"patraix",4,"exterior",0,0
"33322",2,203,NA,1,NA,NA,NA,4,0,2,1,39.477815,-0.3947325,295000,295000,"extramurs",8,"exterior",0,41
"33329",2,150,NA,1,NA,NA,NA,5,0,2,1,39.4646873,-0.3658151,410000,410000,"l'eixample",7,"exterior",0,0
"33330",1,89,NA,1,NA,NA,NA,3,0,2,1,39.4558761,-0.3616031,224500,224500,"quatre carreres",8,"exterior",0,40
"33338",1,104,0,1,0,0,0,3,0,2,1,39.4509685,-0.4042418,112500,112500,"patraix",7,"",0,0
"33339",3,179,0,1,0,0,1,4,0,2,1,39.4684336,-0.3575348,608000,608000,"el pla del real",5,"exterior",0,28
"33372",1,70,NA,0,NA,NA,NA,3,0,2,1,39.4951381,-0.3749365,110000,110000,"rascanya",3,"exterior",0,41
"33375",1,104,NA,1,NA,NA,NA,3,0,2,1,39.4681074,-0.3318702,169000,169000,"poblats marítims",3,"exterior",0,63
"33390",1,135,NA,1,NA,NA,1,4,0,2,1,39.4760005,-0.3545417,189000,189000,"el pla del real",1,"exterior",0,5
"33416",1,75,NA,0,NA,NA,NA,3,1,2,1,39.4696843,-0.399696,85400,85400,"l'olivereta",5,"exterior",0,37
"33425",1,98,0,1,0,0,1,3,0,2,1,39.4520643,-0.3727657,190000,190000,"quatre carreres",9,"exterior",0,0
"33429",1,76,NA,1,NA,NA,NA,3,0,2,1,39.4924075,-0.3791305,110000,110000,"la saïdia",3,"exterior",0,51
"33446",2,175,1,1,1,NA,NA,4,0,2,1,39.4698477,-0.3632475,510000,510000,"l'eixample",4,"exterior",0,28
"33460",2,105,0,1,1,0,0,3,0,2,1,39.4671894,-0.3541763,225000,225000,"camins al grau",3,"exterior",0,0
"33467",1,63,NA,1,NA,NA,NA,2,0,2,1,39.4960081,-0.372981,59900,59900,"rascanya",4,"interior",0,0
"33474",2,126,NA,1,1,NA,NA,4,1,2,1,39.4629234,-0.3812486,259900,259900,"extramurs",7,"exterior",0,16
"33479",2,93,NA,0,NA,NA,1,3,0,2,1,39.4910526,-0.3768653,125000,125000,"rascanya",1,"exterior",0,25
"33483",1,85,NA,0,NA,NA,NA,4,0,2,1,39.459686,-0.375646,169900,169900,"l'eixample",3,"exterior",0,12
"33496",1,70,NA,1,1,NA,NA,2,0,2,1,39.4547709,-0.3905429,92000,92000,"jesús",4,"exterior",0,16
"33500",2,170,0,0,0,0,0,4,0,2,1,39.4866686,-0.3624734,185000,185000,"benimaclet",3,"",0,32
"33516",1,70,NA,0,NA,NA,1,2,0,2,1,39.492312,-0.3875762,83000,83000,"benicalap",NA,"",0,3
"33517",1,71,NA,1,NA,NA,NA,3,0,2,1,39.4983687,-0.3771977,75000,75000,"rascanya",2,"exterior",0,20
"33523",2,72,NA,0,NA,NA,NA,3,0,2,1,39.4805768,-0.3293335,130000,130000,"poblats marítims",3,"exterior",0,0
"33526",2,125,NA,1,NA,NA,1,4,0,2,1,39.4617719,-0.3402715,190000,190000,"camins al grau",1,"exterior",0,0
"33527",2,63,NA,1,1,NA,NA,2,0,2,1,39.4704652,-0.4153597,149900,149900,"l'olivereta",5,"exterior",0,32
"33551",1,57,NA,0,NA,NA,1,1,0,2,1,39.4679223,-0.3825031,150000,150000,"extramurs",1,"exterior",0,4
"33578",2,153,0,1,0,0,0,3,0,2,1,39.4701899,-0.3814282,570000,570000,"extramurs",3,"exterior",0,44
"33595",3,157,1,1,1,1,1,3,0,2,1,39.4931986,-0.3998374,425000,425000,"benicalap",7,"",0,4
"33615",2,140,0,1,0,0,1,5,0,2,1,39.4632336,-0.3325212,238500,238500,"poblats marítims",4,"exterior",0,56
"33616",2,120,0,1,0,0,0,3,0,2,1,39.4706967,-0.3897938,370000,370000,"extramurs",6,"exterior",0,44
"33617",1,90,NA,0,NA,NA,1,3,0,2,1,39.4918806,-0.3938738,97000,97000,"benicalap",1,"exterior",0,37
"33633",2,123,NA,1,1,NA,NA,3,0,2,1,39.4542221,-0.3617345,249000,249000,"quatre carreres",7,"exterior",0,0
"33662",2,99,0,1,0,0,0,3,0,2,1,39.4569729,-0.3886343,160000,160000,"jesús",2,"",0,39
"33678",4,225,0,1,1,1,1,5,0,2,1,39.4775929,-0.3755475,1490000,1490000,"ciutat vella",3,"exterior",0,12
"33685",2,102,NA,1,1,NA,NA,3,0,2,1,39.4636136,-0.3952071,170000,170000,"patraix",3,"exterior",0,44
"33736",2,100,NA,0,NA,NA,1,3,0,2,1,39.4669225,-0.3266268,185000,185000,"poblats marítims",1,"exterior",0,8
"33759",1,96,0,1,0,0,0,2,0,2,1,39.4562568,-0.3754389,239900,239900,"l'eixample",7,"interior",0,15
"33775",1,128,0,0,0,0,1,1,0,2,1,39.45095,-0.38079,203000,203000,"quatre carreres",7,"",0,29
"33780",2,173,0,1,0,0,0,4,0,2,1,39.4522223,-0.3847564,189900,189900,"jesús",3,"exterior",0,3
"33800",1,78,NA,0,NA,NA,NA,2,0,2,1,39.4509489,-0.3683564,75000,75000,"quatre carreres",3,"exterior",0,27
"33801",1,48,NA,0,NA,NA,NA,2,0,2,1,39.4659153,-0.4045076,58000,58000,"l'olivereta",3,"exterior",0,0
"33809",1,86,NA,1,NA,NA,NA,2,0,2,1,39.465101,-0.352927,160000,160000,"camins al grau",7,"exterior",0,39
"33814",2,152,1,1,1,1,1,4,0,2,1,39.4926823,-0.3601361,420000,420000,"rascanya",3,"exterior",0,20
"33826",2,125,0,1,NA,0,NA,4,0,2,1,39.4600525,-0.3737181,299000,299000,"l'eixample",6,"exterior",0,25
"33845",1,40,NA,0,NA,NA,NA,1,0,2,1,39.4672054,-0.3326306,90000,90000,"poblats marítims",1,"exterior",0,3
"33854",1,88,0,0,0,0,0,3,0,2,1,39.4466572,-0.33131,65000,65000,"poblats marítims",4,"exterior",0,0
"33864",2,83,NA,1,1,NA,NA,3,0,2,1,39.4756455,-0.3526175,215000,215000,"el pla del real",5,"exterior",0,20
"33878",1,79,NA,1,0,NA,NA,2,0,2,1,39.464752,-0.3482543,115000,115000,"camins al grau",2,"exterior",0,8
"33887",1,75,0,0,0,0,0,3,0,2,1,39.4928272,-0.3706317,68000,68000,"rascanya",5,"interior",0,0
"33889",1,101,0,0,0,0,0,4,0,2,1,39.4521685,-0.4059418,112500,112500,"patraix",7,"",0,0
"33892",1,87,0,0,NA,0,NA,3,0,2,1,39.4682799,-0.3407084,130000,125000,"algirós",1,"exterior",-5000,16
"33899",2,150,1,1,1,1,1,4,0,2,1,39.4944018,-0.3619742,420000,420000,"rascanya",3,"exterior",0,28
"33907",2,135,0,1,0,0,1,3,0,2,1,39.4677084,-0.3840238,360000,360000,"extramurs",6,"exterior",0,25
"33990",2,120,NA,1,NA,NA,1,4,0,2,1,39.4664289,-0.3940394,186000,186000,"patraix",1,"exterior",0,20
"33993",1,80,NA,1,NA,NA,NA,3,0,2,1,39.4952798,-0.3731003,75000,75000,"rascanya",4,"exterior",0,44
"33995",1,92,NA,1,NA,NA,NA,2,0,2,1,39.4600625,-0.3675077,225000,225000,"l'eixample",3,"exterior",0,44
"34004",1,115,NA,1,NA,NA,NA,4,1,2,1,39.4553621,-0.4056381,107000,107000,"patraix",5,"interior",0,51
"34013",2,158,NA,1,NA,1,NA,4,0,2,1,39.4571403,-0.4012367,195000,195000,"patraix",6,"exterior",0,20
"34014",1,95,NA,0,NA,NA,NA,3,0,2,1,39.4659963,-0.3427214,125000,125000,"camins al grau",1,"exterior",0,16
"34016",2,218,0,1,0,0,1,4,0,2,1,39.4638898,-0.3725918,675000,675000,"l'eixample",3,"exterior",0,28
"34017",3,218,0,1,0,0,1,4,0,2,1,39.4638898,-0.3725918,690000,690000,"l'eixample",4,"exterior",0,28
"34049",2,100,NA,1,NA,NA,NA,4,0,2,1,39.4945219,-0.3794304,129000,129000,"rascanya",3,"exterior",0,28
"34051",1,89,NA,1,NA,NA,NA,3,1,2,1,39.4499131,-0.3931976,89000,89000,"jesús",4,"exterior",0,0
"34053",1,65,0,1,0,0,0,1,0,2,1,39.4687091,-0.3906613,162000,162000,"extramurs",6,"exterior",0,25
"34056",1,81,NA,1,NA,NA,NA,2,0,2,1,39.4659276,-0.3478652,120000,120000,"camins al grau",2,"exterior",0,4
"34058",2,106,0,1,0,0,0,4,0,1,1,39.4888397,-0.3660449,250000,250000,"benimaclet",4,"exterior",0,0
"34075",1,96,NA,0,NA,NA,NA,2,0,2,1,39.4728295,-0.3788235,339000,339000,"ciutat vella",2,"exterior",0,0
"34119",2,96,NA,1,NA,NA,NA,4,0,2,1,39.4959963,-0.3780404,129000,129000,"rascanya",3,"exterior",0,41
"34138",2,126,0,1,1,0,0,3,0,1,1,39.4734013,-0.3435833,240000,240000,"algirós",14,"exterior",0,37
"34143",2,89,NA,1,0,NA,NA,3,0,2,1,39.4674588,-0.3429464,136000,136000,"algirós",1,"exterior",0,16
"34150",1,82,NA,0,NA,NA,NA,3,0,2,1,39.4504024,-0.3334106,69900,69900,"poblats marítims",3,"exterior",0,0
"34151",1,100,NA,1,1,NA,1,4,0,2,1,39.4632853,-0.3410701,140000,140000,"camins al grau",1,"exterior",0,13
"34152",2,107,NA,1,1,NA,NA,3,0,2,1,39.4618913,-0.337421,199000,199000,"poblats marítims",3,"exterior",0,0
"34154",2,128,NA,1,1,NA,NA,3,0,2,1,39.4734013,-0.3452833,240000,240000,"algirós",14,"exterior",0,39
"34178",2,131,0,1,0,0,0,3,0,2,1,39.4693077,-0.3734324,340000,340000,"ciutat vella",2,"exterior",0,44
"34183",2,112,NA,0,NA,NA,NA,3,0,2,1,39.4621558,-0.3710702,229000,229000,"l'eixample",4,"exterior",0,0
"34188",1,59,0,0,0,0,0,2,0,2,1,39.4554867,-0.3679512,91500,83000,"quatre carreres",3,"",-8500,53
"34194",1,82,NA,1,NA,NA,NA,3,0,2,1,39.4545463,-0.3732239,135000,135000,"quatre carreres",6,"exterior",0,15
"34199",2,122,0,1,0,0,0,3,0,2,1,39.4739678,-0.3996257,235000,235000,"l'olivereta",1,"exterior",0,8
"34239",2,92,0,0,0,0,0,3,0,2,1,39.4872686,-0.3605734,188000,188000,"benimaclet",3,"",0,29
"34245",1,80,NA,1,NA,NA,NA,2,1,2,1,39.4627809,-0.3682452,200000,200000,"l'eixample",1,"exterior",0,25
"34265",1,60,NA,1,0,NA,NA,2,0,2,1,39.4915225,-0.3701091,69000,69000,"rascanya",4,"exterior",0,0
"34283",2,100,NA,1,1,NA,NA,4,0,2,1,39.4652004,-0.3937465,196000,196000,"patraix",2,"exterior",0,12
"34293",1,75,0,0,NA,0,NA,3,0,2,1,39.441256,-0.3690509,42600,42600,"quatre carreres",5,"exterior",0,37
"34294",1,140,NA,0,NA,NA,NA,5,1,2,1,39.4770929,-0.3808865,292000,292000,"ciutat vella",1,"exterior",0,0
"34299",1,63,0,1,0,0,0,3,0,2,1,39.4617825,-0.3428033,105000,98000,"camins al grau",8,"exterior",-7000,32
"34309",2,111,0,1,0,0,0,1,0,2,1,39.4777171,-0.3789758,450000,450000,"ciutat vella",1,"exterior",0,44
"34339",1,78,0,0,NA,0,NA,1,0,2,1,39.4934281,-0.3763864,125000,125000,"rascanya",NA,"",0,28
"34344",1,82,NA,1,NA,0,NA,1,0,2,1,39.4684709,-0.3295027,185000,185000,"poblats marítims",NA,"",0,16
"34379",2,206,NA,1,NA,NA,1,4,0,2,1,39.4727725,-0.3800194,395000,395000,"ciutat vella",4,"exterior",0,25
"34384",1,105,NA,1,NA,NA,1,4,0,2,1,39.4941395,-0.3776869,105000,105000,"rascanya",5,"exterior",0,0
"34387",2,98,NA,1,NA,NA,NA,3,0,2,1,39.4740261,-0.337604,199000,199000,"poblats marítims",4,"exterior",0,37
"34415",2,100,1,1,1,0,0,3,0,1,1,39.499136,-0.388817,220000,215000,"benicalap",5,"exterior",-5000,16
"34423",1,139,NA,1,NA,NA,NA,4,1,2,1,39.4620234,-0.3783486,259900,259900,"extramurs",7,"exterior",0,0
"34436",1,81,NA,1,NA,NA,NA,3,0,2,1,39.4801941,-0.3752228,185000,185000,"la saïdia",2,"exterior",0,28
"34451",1,83,NA,1,NA,NA,NA,3,0,2,1,39.4722247,-0.3528535,165000,165000,"camins al grau",7,"exterior",0,9
"34457",2,167,0,1,0,0,0,4,0,2,1,39.469278,-0.3884412,289000,275000,"extramurs",5,"exterior",-14000,25
"34464",2,142,0,1,1,0,0,3,0,2,1,39.4977245,-0.3872532,207000,207000,"benicalap",5,"exterior",0,2
"34498",2,104,NA,1,NA,NA,NA,3,0,2,1,39.4598352,-0.3640587,194500,194500,"quatre carreres",4,"exterior",0,24
"34508",2,140,NA,1,NA,NA,NA,4,0,2,1,39.4743992,-0.393637,220000,220000,"extramurs",1,"exterior",0,20
"34510",1,68,0,1,0,0,0,2,0,2,1,39.47427,-0.32927,115000,115000,"poblats marítims",1,"exterior",0,0
"34514",2,151,0,1,0,0,0,4,0,2,1,39.4639265,-0.3916409,225000,225000,"patraix",4,"exterior",0,0
"34515",3,217,0,1,1,0,0,4,0,2,1,39.4692399,-0.3708417,690000,690000,"l'eixample",2,"exterior",0,15
"34520",2,145,NA,1,NA,NA,NA,4,0,2,1,39.4837178,-0.3904886,213000,213000,"campanar",2,"exterior",0,8
"34534",1,100,0,0,0,0,0,4,0,2,1,39.4427031,-0.3894744,105000,105000,"jesús",2,"exterior",0,13
"34537",1,72,0,0,0,0,0,3,0,2,1,39.4425765,-0.3929168,79463,79463,"jesús",3,"interior",0,16
"34540",2,164,0,1,0,0,0,5,0,2,1,39.4722229,-0.3833607,520000,520000,"extramurs",3,"exterior",0,28
"34563",2,134,NA,1,0,NA,NA,5,0,2,1,39.4890932,-0.3803261,207500,183000,"la saïdia",NA,"",-24500,48
"34564",2,129,NA,1,NA,NA,NA,4,0,2,1,39.474286,-0.3516255,294000,294000,"algirós",6,"exterior",0,0
"34570",1,85,NA,1,NA,NA,NA,3,0,2,1,39.4641482,-0.3481238,130000,130000,"camins al grau",3,"interior",0,3
"34572",2,92,NA,1,NA,NA,NA,3,0,2,1,39.4583099,-0.3720778,205000,205000,"l'eixample",5,"exterior",0,2
"34574",2,109,NA,1,1,NA,NA,3,0,2,1,39.447226,-0.3681265,210000,210000,"quatre carreres",3,"exterior",0,0
"34575",1,95,NA,0,NA,NA,NA,2,0,2,1,39.4759651,-0.381294,240000,240000,"ciutat vella",1,"exterior",0,20
"34577",1,75,NA,1,NA,NA,NA,3,0,2,1,39.4838422,-0.3794885,144900,144900,"la saïdia",2,"interior",0,8
"34581",2,100,0,1,1,0,0,3,0,2,1,39.4722402,-0.3487825,209000,209000,"algirós",1,"",0,16
"34605",2,155,0,1,0,0,0,4,1,2,1,39.4692656,-0.3746616,460000,460000,"ciutat vella",6,"exterior",0,0
"34610",2,138,NA,1,NA,NA,NA,3,0,2,1,39.4488463,-0.3626727,370000,370000,"quatre carreres",NA,"",0,12
"34627",1,68,0,1,0,0,0,2,0,1,1,39.4615977,-0.3678889,170000,170000,"l'eixample",3,"interior",0,20
"34637",1,67,NA,1,NA,NA,NA,3,0,2,1,39.4587066,-0.3346167,100000,100000,"poblats marítims",4,"interior",0,27
"34671",2,107,NA,1,NA,NA,NA,3,0,2,1,39.4700537,-0.347296,239000,229000,"algirós",6,"exterior",-10000,3
"34678",2,151,NA,1,NA,NA,1,3,0,2,1,39.4855976,-0.3684348,299000,299000,"la saïdia",7,"exterior",0,41
"34679",2,89,NA,1,NA,NA,NA,3,0,2,1,39.4722274,-0.4033056,176000,176000,"l'olivereta",5,"exterior",0,16
"34690",2,135,NA,1,1,NA,NA,4,0,2,1,39.4763724,-0.3843666,300000,300000,"ciutat vella",4,"exterior",0,28
"34702",1,75,NA,1,0,NA,NA,3,0,2,1,39.4507797,-0.3705626,120000,120000,"quatre carreres",3,"exterior",0,40
"34711",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,"FALSE",1,"FALSE",0,0
"34719",2,132,0,1,0,0,1,3,0,2,1,39.4588815,-0.3864253,194999,194999,"jesús",1,"",0,16
"34724",2,45,0,0,0,0,0,1,0,2,1,39.4713048,-0.3294065,110500,110500,"poblats marítims",2,"exterior",0,12
"34737",1,133,NA,1,NA,NA,1,4,1,2,1,39.4639664,-0.3785111,265000,265000,"l'eixample",1,"exterior",0,28
"34757",1,64,NA,0,NA,NA,NA,3,0,2,1,39.4971203,-0.3673734,60000,60000,"rascanya",4,"exterior",0,3
"34758",1,40,NA,0,NA,NA,NA,1,0,2,1,39.4647054,-0.3330306,90000,90000,"poblats marítims",1,"exterior",0,0
"34760",2,142,NA,1,1,NA,NA,4,0,2,1,39.4571958,-0.3727385,299000,299000,"l'eixample",6,"exterior",0,25
"34776",1,47,NA,0,NA,NA,NA,2,1,2,1,39.4693372,-0.4036603,41000,41000,"l'olivereta",3,"exterior",0,29
"34812",1,115,NA,1,NA,0,NA,4,1,2,1,39.4628542,-0.3324779,139000,139000,"poblats marítims",2,"exterior",0,60
"34827",1,52,0,1,0,0,0,1,0,2,1,39.464975,-0.3949038,88000,88000,"patraix",4,"exterior",0,0
"34828",2,105,NA,1,NA,NA,NA,3,0,2,1,39.4688535,-0.3470344,239000,229000,"algirós",6,"exterior",-10000,16
"34831",2,107,NA,1,NA,NA,NA,3,0,2,1,39.4713335,-0.3470285,229000,229000,"algirós",6,"exterior",0,0
"34832",1,99,NA,1,NA,NA,1,4,1,2,1,39.448014,-0.3807355,119900,119900,"quatre carreres",5,"exterior",0,0
"34838",2,85,NA,1,1,NA,NA,3,0,2,1,39.4789455,-0.3542175,215000,215000,"el pla del real",5,"exterior",0,16
"34839",2,130,NA,1,1,NA,NA,3,0,2,1,39.4723338,-0.3629944,490000,490000,"el pla del real",4,"exterior",0,0
"34936",1,65,NA,0,NA,NA,NA,4,0,2,1,39.4933427,-0.3765002,64700,64700,"rascanya",3,"exterior",0,41
"34948",2,116,NA,1,NA,NA,NA,2,0,2,1,39.4687015,-0.3760217,350000,350000,"ciutat vella",5,"exterior",0,41
"34960",2,115,0,1,0,0,0,4,0,2,1,39.4946233,-0.3751515,115000,115000,"rascanya",2,"exterior",0,25
"34961",1,69,0,1,0,0,0,3,0,2,1,39.4714621,-0.406002,93000,93000,"l'olivereta",2,"exterior",0,16
"34975",2,105,NA,1,1,NA,NA,3,0,2,1,39.4657004,-0.3944465,195500,195500,"patraix",2,"exterior",0,28
"34978",2,137,NA,1,NA,NA,NA,4,0,2,1,39.4960374,-0.3727976,138000,138000,"rascanya",2,"exterior",0,20
"35000",1,67,NA,1,NA,NA,NA,1,0,2,1,39.4645,-0.35203,119900,119900,"camins al grau",6,"interior",0,16
"35007",2,85,0,1,1,1,0,2,0,2,1,39.4842738,-0.4032002,270000,265000,"campanar",12,"exterior",-5000,39
"35011",2,145,1,1,1,1,1,4,0,2,1,39.4882088,-0.4036193,445000,445000,"campanar",8,"exterior",0,16
"35012",2,105,0,1,1,0,0,3,0,2,1,39.4662004,-0.3929465,195500,195500,"patraix",2,"exterior",0,28
"35014",2,121,NA,1,NA,NA,NA,3,0,2,1,39.4889623,-0.3637424,320000,320000,"rascanya",2,"exterior",0,12
"35018",1,60,NA,0,NA,NA,1,1,0,2,1,39.4620845,-0.3743389,130000,130000,"l'eixample",3,"exterior",0,28
"35025",1,89,0,0,0,0,0,3,0,2,1,39.4678116,-0.3875401,165000,165000,"extramurs",2,"exterior",0,25
"35034",1,95,NA,NA,NA,NA,NA,2,0,2,1,39.466558,-0.3832102,260000,260000,"extramurs",NA,"",0,51
"35037",1,53,0,0,0,0,0,2,0,2,1,39.4765043,-0.3305848,30100,30100,"poblats marítims",2,"",0,40
"35041",2,92,0,1,0,0,0,3,0,2,1,39.4556978,-0.3722929,168500,153000,"quatre carreres",1,"",-15500,63
"35045",2,90,NA,1,NA,NA,NA,3,0,2,1,39.4678937,-0.4096208,159000,159000,"l'olivereta",7,"exterior",0,32
"35061",1,104,0,1,0,0,0,2,0,2,1,39.4652191,-0.3830654,260000,260000,"extramurs",4,"exterior",0,26
"35063",1,67,NA,1,NA,NA,NA,1,0,2,1,39.4681158,-0.3518099,119900,119900,"camins al grau",6,"interior",0,16
"35068",1,90,NA,1,NA,NA,NA,3,1,2,1,39.46692,-0.3299614,165000,165000,"poblats marítims",4,"exterior",0,63
"35070",1,87,0,1,0,0,1,3,0,2,1,39.4894276,-0.3903014,149900,149900,"benicalap",1,"",0,21
"35074",1,76,0,0,0,0,0,4,0,2,1,39.4722883,-0.3289645,190000,190000,"poblats marítims",1,"exterior",0,28
"35079",1,80,0,0,0,0,0,3,0,2,1,39.4942472,-0.3893979,80000,80000,"benicalap",2,"",0,32
"35081",2,120,0,1,0,0,0,4,1,2,1,39.4630422,-0.3344214,175000,175000,"poblats marítims",2,"",0,40
"35086",1,100,0,1,0,0,0,4,0,2,1,39.4933043,-0.3764224,119000,119000,"rascanya",3,"",0,51
"35089",2,95,0,1,0,0,1,3,0,2,1,39.4630275,-0.3844078,250000,250000,"extramurs",1,"interior",0,12
"35111",2,138,0,1,0,0,0,5,1,2,1,39.4649529,-0.3890956,222000,222000,"extramurs",2,"exterior",0,26
"35114",1,92,NA,1,NA,NA,1,3,1,2,1,39.4900103,-0.388275,92500,92500,"benicalap",1,"exterior",0,0
"35115",1,70,0,0,0,0,0,1,0,1,1,39.4770015,-0.3790625,149000,149000,"ciutat vella",NA,"",0,0
"35121",1,38,NA,0,NA,NA,NA,1,0,2,1,39.4692721,-0.3327691,81000,81000,"poblats marítims",4,"exterior",0,12
"35128",2,153,0,1,0,0,0,5,0,2,1,39.4727791,-0.3780943,334000,334000,"ciutat vella",6,"exterior",0,28
"35154",2,85,0,1,1,0,1,2,0,2,1,39.4572732,-0.3996665,161820,161820,"patraix",NA,"",0,51
"35158",2,130,NA,1,NA,NA,NA,3,0,2,1,39.4703476,-0.3989308,160000,160000,"l'olivereta",6,"exterior",0,39
"35190",1,102,NA,1,NA,NA,NA,4,0,2,1,39.4580764,-0.4012351,109000,109000,"patraix",5,"exterior",0,0
"35192",2,104,NA,1,NA,NA,NA,4,0,2,1,39.4775785,-0.3538591,250000,250000,"algirós",9,"",0,13
"35195",1,65,NA,1,NA,NA,NA,1,0,2,1,39.4667946,-0.3936787,119900,119900,"patraix",2,"interior",0,8
"35208",1,79,NA,1,NA,NA,NA,3,1,2,1,39.470704,-0.3512879,139000,139000,"algirós",7,"exterior",0,13
"35261",2,120,1,1,1,1,1,3,0,2,1,39.4750354,-0.4021836,349000,349000,"campanar",4,"exterior",0,13
"35264",2,77,NA,1,NA,NA,NA,3,0,2,1,39.4743562,-0.4036927,176000,176000,"l'olivereta",5,"exterior",0,8
"35266",2,99,NA,1,NA,NA,NA,4,0,2,1,39.4737187,-0.3930391,164000,164000,"extramurs",4,"interior",0,14
"35267",2,108,NA,1,NA,NA,1,4,0,2,1,39.4562525,-0.3623311,165000,165000,"quatre carreres",1,"exterior",0,12
"35281",2,117,0,1,0,0,1,3,0,2,1,39.4566663,-0.3876227,194500,194500,"jesús",2,"exterior",0,14
"35326",1,100,NA,NA,NA,NA,NA,3,0,2,1,39.4733817,-0.3743963,244600,244600,"ciutat vella",NA,"",0,0
"35351",2,76,NA,0,NA,NA,NA,2,0,2,1,39.4793142,-0.3808932,165000,165000,"ciutat vella",3,"exterior",0,0
"35357",2,105,NA,1,NA,NA,NA,3,0,2,1,39.4723808,-0.3369102,259000,259000,"poblats marítims",9,"exterior",0,40
"35401",2,78,0,0,0,0,0,1,0,2,1,39.4755015,-0.3771625,154000,154000,"ciutat vella",NA,"",0,28
"35406",1,63,0,0,0,0,0,4,0,2,1,39.4545812,-0.3942111,85000,85000,"patraix",2,"exterior",0,25
"35416",2,115,NA,1,NA,NA,NA,4,1,2,1,39.4596909,-0.3846995,281200,281200,"extramurs",5,"exterior",0,26
"35424",2,104,NA,1,1,NA,NA,4,0,2,1,39.4741961,-0.3479819,250000,250000,"algirós",9,"exterior",0,8
"35429",2,120,0,1,1,0,0,3,0,2,1,39.4675858,-0.3375457,180000,182000,"poblats marítims",1,"exterior",2000,63
"35448",2,105,NA,1,NA,NA,1,3,0,2,1,39.4657275,-0.3850078,220000,220000,"extramurs",1,"interior",0,26
"35459",1,95,NA,1,NA,NA,0,4,0,2,1,39.4645223,-0.4029939,139900,139900,"patraix",4,"exterior",0,48
"35471",1,78,NA,1,0,NA,NA,3,1,2,1,39.4832412,-0.3724753,115000,115000,"la saïdia",2,"",0,0
"35472",1,65,NA,1,0,NA,NA,2,0,2,1,39.4934315,-0.3684058,69900,69900,"rascanya",1,"exterior",0,51
"318",1,140,0,0,0,0,1,3,0,1,1,39.5023874,-0.4172936,120000,120000,"pobles de l'oest",2,"exterior",0,2
"787",1,68,0,1,0,0,1,1,0,1,1,39.2991151,-0.2900126,175000,175000,"pobles del sud",1,"exterior",0,0
"1625",2,119,0,1,0,0,0,3,0,2,1,39.5008237,-0.4247852,141000,140000,"pobles de l'oest",3,"exterior",-1000,16
"1652",1,110,1,1,1,1,1,3,0,1,1,39.2945858,-0.2873314,139000,139000,"pobles del sud",2,"exterior",0,28
"2452",2,77,1,1,0,0,1,3,0,1,1,39.308932,-0.2981403,130000,130000,"pobles del sud",4,"exterior",0,49
"3659",3,120,0,1,0,0,1,4,0,2,1,39.5026237,-0.4227852,270000,270000,"pobles de l'oest",NA,"",0,4
"4205",1,40,0,1,0,0,1,1,0,1,1,39.27975,-0.27613,115000,115000,"pobles del sud",3,"exterior",0,0
"5556",2,100,0,1,0,0,1,3,1,2,1,39.3081643,-0.297351,95000,95000,"pobles del sud",6,"",0,4
"5684",1,62,0,1,0,0,1,2,1,1,1,39.3080203,-0.2963923,68000,68000,"pobles del sud",NA,"",0,0
"7565",2,139,1,1,1,1,1,4,0,1,1,39.2959722,-0.2879209,280000,280000,"pobles del sud",3,"exterior",0,44
"7994",1,77,0,1,1,0,0,2,0,2,1,39.4336224,-0.3984433,123800,123800,"pobles del sud",14,"",0,0
"8253",1,84,0,1,1,NA,0,2,0,2,1,39.4337079,-0.3984203,111600,111600,"pobles del sud",NA,"",0,26
"8296",2,100,NA,1,1,NA,1,4,0,2,1,39.2988868,-0.2915758,240000,210000,"pobles del sud",10,"exterior",-30000,20
"8420",1,84,NA,1,1,NA,NA,2,0,2,1,39.4337079,-0.3984203,111600,111600,"pobles del sud",14,"exterior",0,41
